Application Date,Permit Status,Permit Type,Event Category,Event Sub-Category,Name of Event,Year-Month-App#,Event Start Date,Event End Date,Event Location - Park,Event Location - Neighborhood,Council District,Precinct,Organization,Attendance
03/23/2016 12:00:00 AM,Complete,Special Event,Free Speech,,Seattle Dyke March,S16JU200,06/25/2016 12:00:00 AM,06/25/2016 12:00:00 AM,,Capitol Hill,3,East,Seattle Dyke March,725
05/31/2016 12:00:00 AM,Complete,Special Event,Free Speech,,Tracing our Steps,S16JU327,06/25/2016 12:00:00 AM,06/25/2016 12:00:00 AM,,Beacon Hill,2,South,Chinese Baptist Church,175
02/22/2016 12:00:00 AM,Complete,Special Event,Community,,Greenwood Car Show,S16JU143,06/25/2016 12:00:00 AM,06/25/2016 12:00:00 AM,,Greenwood / Phinney Ridge,6,North,Greenwood Knights,1050
05/12/2016 12:00:00 AM,Complete,Special Event,Community,,PrideFest Capitol Hill,S16JU294,06/25/2016 12:00:00 AM,06/25/2016 12:00:00 AM,,Capitol Hill,3,East,PrideFest,5030
04/13/2016 12:00:00 AM,Complete,Special Event,Community,,Seattle Seafair Pirate Landing,S16JU247,06/25/2016 12:00:00 AM,06/25/2016 12:00:00 AM,Alki Beach,West Seattle,1,West,Seattle Seafair Pirates,3100
01/21/2016 12:00:00 AM,Complete,Special Event,Community,,Sounders FC March to the Match (6.25),S16JU073,06/25/2016 12:00:00 AM,06/25/2016 12:00:00 AM,,Pioneer Square,3,West,Seattle Sounders FC,705
03/11/2016 12:00:00 AM,Complete,Special Event,Commercial,,Purr Pride Block Party,S16JU173,06/25/2016 12:00:00 AM,06/25/2016 12:00:00 AM,,Capitol Hill,3,East,Purr Cocktail Lounge,985
05/25/2016 12:00:00 AM,Complete,Special Event,Commercial,,Redfest,S16JU315,06/25/2016 12:00:00 AM,06/25/2016 12:00:00 AM,,Georgetown,2,South,Elysian Brewing,999
05/05/2016 12:00:00 AM,Cancelled,Special Event,Commercial,,Starbucks - Sounders Pride Party,S16JU286,06/25/2016 12:00:00 AM,06/25/2016 12:00:00 AM,,Duwamish / SODO,2,South,Starbucks,875
02/02/2016 12:00:00 AM,Issued,Special Event,Mixed Free Speech,,Capitol Hill Pride Festival,S16JU107,06/25/2016 12:00:00 AM,06/26/2016 12:00:00 AM,,Capitol Hill,3,East,Northwest Museum of Legends and Lore,60050
04/26/2016 12:00:00 AM,Complete,Special Event,Commercial,,Julia's Broadway Pride Event,S16JU265,06/25/2016 12:00:00 AM,06/26/2016 12:00:00 AM,,Capitol Hill,3,East,Julia's on Broadway,120
06/13/2016 12:00:00 AM,Complete,Special Event,Free Speech,,Trans Pride Seattle 2016,S16JU340,06/24/2016 12:00:00 AM,06/24/2016 12:00:00 AM,,Capitol Hill,3,East,Gender Justice League,950
03/25/2016 12:00:00 AM,Complete,Special Event,Commercial,,SAM Party in the Park,S16JU203,06/24/2016 12:00:00 AM,06/24/2016 12:00:00 AM,,Downtown,7,West,Seattle Art Museum,600
03/16/2016 12:00:00 AM,Complete,Special Event,Commercial,,Neighbours Gay Pride Celebration,S16JU179,06/24/2016 12:00:00 AM,06/25/2016 12:00:00 AM,,Capitol Hill,3,East,Neighbours Seattle,418
02/10/2016 12:00:00 AM,Complete,Special Event,Commercial,,Wildrose Pride 2016,S16JU121,06/24/2016 12:00:00 AM,06/26/2016 12:00:00 AM,,Capitol Hill,3,East,Wildrose,4390
03/21/2016 12:00:00 AM,Complete,Special Event,Community,,HONK! Fest West 2016 (Columbia City),S16JU197,06/19/2016 12:00:00 AM,06/19/2016 12:00:00 AM,,Columbia City,2,South,HONK! Fest West,1800
03/07/2016 12:00:00 AM,Complete,Special Event,Athletic,Run/Walk,Rock 'n' Roll Marathon,S16JU159,06/18/2016 12:00:00 AM,06/18/2016 12:00:00 AM,,Duwamish / SODO,"2, 3, 7",South,Competitor Group Inc,28000
04/28/2016 12:00:00 AM,Complete,Special Event,Community,,Block Party @ The Station,S16JU270,06/18/2016 12:00:00 AM,06/18/2016 12:00:00 AM,,Beacon Hill,2,South,Beacon Arts,312
03/29/2016 12:00:00 AM,Complete,Special Event,Community,,Fremont Solstice Celebration,S16JU213,06/18/2016 12:00:00 AM,06/18/2016 12:00:00 AM,,Fremont,6,North,Fremont Arts Council,2000
03/21/2016 12:00:00 AM,Complete,Special Event,Community,,Morgan Junction Community Festival,S16JU194,06/18/2016 12:00:00 AM,06/18/2016 12:00:00 AM,,West Seattle,1,West,Morgan Community Association (MoCA),750
03/18/2016 12:00:00 AM,Complete,Special Event,Community,,Roosevelt High School Neighborhood Parade,S16JU190,06/18/2016 12:00:00 AM,06/18/2016 12:00:00 AM,,Ravenna / Bryant,4,North,Roosevelt Band Boosters,190
03/29/2016 12:00:00 AM,Complete,Special Event,Citywide,,Fremont Solstice Parade,S16JU210,06/18/2016 12:00:00 AM,06/18/2016 12:00:00 AM,,Fremont,"4, 6",North,Fremont Arts Council,25000
05/04/2016 12:00:00 AM,Complete,Valet Parking,,,Red Carpet Valet - Chihuly Boat House (6.18),S16JU280,06/18/2016 12:00:00 AM,06/18/2016 12:00:00 AM,,Wallingford,4,North,Red Carpet Valet,200
03/29/2016 12:00:00 AM,Complete,Special Event,Community,,Fremont Solstice Float Move,S16JU214,06/17/2016 12:00:00 AM,06/17/2016 12:00:00 AM,,Fremont,6,North,Fremont Arts Council,300
03/21/2016 12:00:00 AM,Complete,Special Event,Community,,HONK! Fest West 2016 (Capitol Hill),S16JU205,06/17/2016 12:00:00 AM,06/17/2016 12:00:00 AM,,Capitol Hill,3,East,HONK! Fest West,1800
02/02/2016 12:00:00 AM,Complete,Special Event,Community,,Fremont Solstice Fair,S16JU103,06/17/2016 12:00:00 AM,06/19/2016 12:00:00 AM,,Fremont,6,North,Fremont Chamber of Commerce,36050
06/16/2016 12:00:00 AM,Complete,Special Event,Community,,American Outlaws March to the Match,S16JU349,06/16/2016 12:00:00 AM,06/16/2016 12:00:00 AM,,Pioneer Square,3,West,American Outlaws Tacoma,705
05/27/2016 12:00:00 AM,Cancelled,Valet Parking,,,Red Carpet Valet - Lark Restaurant,S16JU316,06/16/2016 12:00:00 AM,06/16/2016 12:00:00 AM,,Capitol Hill,3,East,Red Carpet Valet,15
06/13/2016 12:00:00 AM,Complete,Special Event,Free Speech,,Prayer & Procession for Orlando Victims,S16JU348,06/15/2016 12:00:00 AM,06/15/2016 12:00:00 AM,,Capitol Hill,3,East,St. James Cathedral,1000
05/20/2016 12:00:00 AM,Complete,Special Event,Athletic,Run/Walk,Furry 5K Fun Run and Walk,S16JU301,06/12/2016 12:00:00 AM,06/12/2016 12:00:00 AM,Seward Park,Seward Park,2,South,City of Seattle/Animal Shelter,2600
12/16/2015 12:00:00 AM,Complete,Special Event,Athletic,Run/Walk,Shore Run,S16JU029,06/12/2016 12:00:00 AM,06/12/2016 12:00:00 AM,,Multiple Neighborhoods,3,"East, South",Orswell Events,3000
05/17/2016 12:00:00 AM,Complete,Special Event,Athletic,Run/Walk,Lard Butt 1K,S16JU298,06/11/2016 12:00:00 AM,06/11/2016 12:00:00 AM,Magnuson Park,Laurelhurst / Sand Point,4,North,"Pro-Motion Events, Inc.",1250
03/15/2016 12:00:00 AM,Complete,Special Event,Community,,Georgetown Carnival,S16JU176,06/11/2016 12:00:00 AM,06/11/2016 12:00:00 AM,,Georgetown,2,South,Georgetown Merchants Association,9600
04/06/2016 12:00:00 AM,Complete,Special Event,Community,,Hopscotch CD,S16JU230,06/11/2016 12:00:00 AM,06/11/2016 12:00:00 AM,,Central District,3,East,Centerstone,500
03/10/2016 12:00:00 AM,Complete,Special Event,Community,,Volunteer Park Pride Festival,S16JU169,06/11/2016 12:00:00 AM,06/11/2016 12:00:00 AM,,Capitol Hill,3,East,Seattle Pride,2550
11/04/2015 12:00:00 AM,Complete,Special Event,Commercial,,Beer Camp Across America - Pacific Northwest and Rocky Mountain Edition,S16JU014,06/11/2016 12:00:00 AM,06/11/2016 12:00:00 AM,Lake Union Park,Cascade / Eastlake / South Lake Union,7,West,Sierra Nevada Brewing Co,3450
03/28/2016 12:00:00 AM,Complete,Special Event,Commercial,,Fuel Outdoor Beer Garden (6.11),S16JU208,06/11/2016 12:00:00 AM,06/11/2016 12:00:00 AM,,Pioneer Square,7,South,Fuel Sports Eats and Beats,420
03/17/2016 12:00:00 AM,Complete,Special Event,Commercial,,Seattle Symphony Friday Matinees concert,S16JU185,06/10/2016 12:00:00 AM,06/10/2016 12:00:00 AM,,Downtown,7,West,Seattle Symphony/Benaroya Hall,355
06/06/2016 12:00:00 AM,Complete,Special Event,Free Speech,,Seattle U / Matteo Ricci College Rally to Support Dean Kelly,S16JU336,06/09/2016 12:00:00 AM,06/09/2016 12:00:00 AM,,Capitol Hill,3,East,Alumni of Seattle University,50
01/20/2016 12:00:00 AM,Cancelled,Special Event,Commercial,,The Bush School 2016 Middle School Moving-Up Ceremony & Baccalaureate (6/9/16) & 2016 Graduation (6/10/16),S16JU059,06/09/2016 12:00:00 AM,06/10/2016 12:00:00 AM,,Madison Park,3,East,The Bush School,1150
05/25/2016 12:00:00 AM,Cancelled,Valet Parking,,,Red Carpet Valet - CBRE,S16JU306,06/08/2016 12:00:00 AM,06/08/2016 12:00:00 AM,,Downtown,7,West,Red Carpet Valet,75
03/30/2016 12:00:00 AM,Complete,Special Event,Athletic,Run/Walk,Race for the Cure - Susan G. Komen,S16JU217,06/05/2016 12:00:00 AM,06/05/2016 12:00:00 AM,,Queen Anne,7,West,Susan G. Komen Puget Sound,5500
03/07/2016 12:00:00 AM,Complete,Special Event,Community,,2016 Seattle Spring Opener,S16JU164,06/05/2016 12:00:00 AM,06/05/2016 12:00:00 AM,,Georgetown,2,South,Seattle Spring Opener,300
04/12/2016 12:00:00 AM,Complete,Special Event,Athletic,Cycling,Verity Credit Union Classic p/b Ascent Cycles (Ballard Criterium),S16JU245,06/04/2016 12:00:00 AM,06/04/2016 12:00:00 AM,,Ballard,6,North,Apex Racing,600
06/01/2016 12:00:00 AM,Complete,Valet Parking,,,Butler Valet-Seattle Aquarium SPLASH,S16JU332,06/04/2016 12:00:00 AM,06/04/2016 12:00:00 AM,,Downtown,7,West,Butler Valet,200
04/07/2016 12:00:00 AM,Complete,Special Event,Athletic,Run/Walk,Fremont 5K & Briefcase Relay,S16JU235,06/03/2016 12:00:00 AM,06/03/2016 12:00:00 AM,,Fremont,"4, 6",North,"Pro-Motion Events, Inc.",1250
04/08/2016 12:00:00 AM,Complete,Special Event,Community,,Group Hug for the Admiral Theater,S16JU241,06/03/2016 12:00:00 AM,06/03/2016 12:00:00 AM,,West Seattle,1,Southwest,Southwest Seattle Historical Society,800
03/21/2016 12:00:00 AM,Complete,Special Event,Commercial,,Drink Pink at Café Campagne,S16JU192,06/02/2016 12:00:00 AM,06/02/2016 12:00:00 AM,,Downtown,7,West,Café Campagne,112
04/29/2016 12:00:00 AM,Complete,Special Event,Commercial,,Fuel Outdoor Beer Garden (6.2),S16JU273,06/02/2016 12:00:00 AM,06/02/2016 12:00:00 AM,,Duwamish / SODO,7,South,Fuel Sports Eats and Beats,420
05/04/2016 12:00:00 AM,Complete,Valet Parking,,,Red Carpet Valet - Zoe Events,S16JU282,06/02/2016 12:00:00 AM,06/02/2016 12:00:00 AM,,Capitol Hill,3,East,Red Carpet Valet,25
03/07/2016 12:00:00 AM,Complete,Special Event,Community,,Homeless Veterans Day,S16MY163,05/30/2016 12:00:00 AM,05/30/2016 12:00:00 AM,,Pioneer Square,7,West,Bread of Life Mission,2580
05/11/2016 12:00:00 AM,Complete,Valet Parking,,,Luxe Valet Inc - Mariner's Game,S16MY290,05/27/2016 12:00:00 AM,05/27/2016 12:00:00 AM,,Duwamish / SODO,2,South,Luxe Valet Inc,20
01/20/2016 12:00:00 AM,Complete,Special Event,Community,,Northwest Folklife Staging and Production,S16MY060,05/24/2016 12:00:00 AM,06/01/2016 12:00:00 AM,,Queen Anne,7,West,Northwest Folklife Staging and Production,1000
05/18/2016 12:00:00 AM,Complete,Valet Parking,,,Red Carpet - Fremont Foundry (5.23),S16MY300,05/23/2016 12:00:00 AM,05/23/2016 12:00:00 AM,,Fremont,6,North,Red Carpet Valet,100
01/29/2016 12:00:00 AM,Complete,Special Event,Athletic,Run/Walk,Brooks Trailhead 10K and 15K,S16MY097,05/22/2016 12:00:00 AM,05/22/2016 12:00:00 AM,Gas Works Park,Multiple Neighborhoods,"3, 4, 6","East, North, West",Snohomish Running Company,1450
01/27/2016 12:00:00 AM,Complete,Special Event,Athletic,Run/Walk,Great Strides Seattle,S16MY092,05/22/2016 12:00:00 AM,05/22/2016 12:00:00 AM,,Queen Anne,7,"North, West",Cystic Fibrosis Foundation,750
12/16/2015 12:00:00 AM,Complete,Special Event,Athletic,Run/Walk,West Seattle 5K Run/Walk,S16MY028,05/22/2016 12:00:00 AM,05/22/2016 12:00:00 AM,,West Seattle,1,Southwest,West Seattle High School PTSA,1400
03/21/2016 12:00:00 AM,Complete,Special Event,Community,,Seattle Ice Cream Festival,S16MY193,05/22/2016 12:00:00 AM,05/22/2016 12:00:00 AM,,Capitol Hill,3,East,Dunn & Hobbes,2530
03/03/2016 12:00:00 AM,Complete,Special Event,Free Speech,,March Against Monsanto - Seattle 2016,S16MY156,05/21/2016 12:00:00 AM,05/21/2016 12:00:00 AM,,Downtown,7,West,March Against Monsanto - Seattle,922
03/14/2016 12:00:00 AM,Cancelled,Special Event,Community,,Cascadia Day Community Celebration,S16MY174,05/21/2016 12:00:00 AM,05/21/2016 12:00:00 AM,,Fremont,6,North,CascadiaNow!,250
04/01/2016 12:00:00 AM,Complete,Special Event,Community,,National Park Services BioBlitz,S16MY225,05/21/2016 12:00:00 AM,05/21/2016 12:00:00 AM,,Pioneer Square,2,South,InterIm CDA,280
01/21/2016 12:00:00 AM,Complete,Special Event,Community,,Sounders FC March to the Match (5.21),S16MY072,05/21/2016 12:00:00 AM,05/21/2016 12:00:00 AM,,Pioneer Square,3,West,Seattle Sounders FC,705
02/10/2016 12:00:00 AM,Complete,Special Event,Community,,West Seattle Bee Festival,S16MY119,05/21/2016 12:00:00 AM,05/21/2016 12:00:00 AM,,West Seattle,1,West,"High Point Open Spaces Association, Events Committee",450
02/16/2016 12:00:00 AM,Cancelled,Special Event,Commercial,,OWSLA Sound System,S16MY125,05/21/2016 12:00:00 AM,05/21/2016 12:00:00 AM,,Downtown,7,West,Upper Left,6100
02/10/2016 12:00:00 AM,Complete,Special Event,Commercial,,Sonia & Kiran Wedding Procession,S16MY120,05/21/2016 12:00:00 AM,05/21/2016 12:00:00 AM,,Downtown,7,West,Sarika Paul,70
05/17/2016 12:00:00 AM,Complete,Valet Parking,,,Butler Valet - Fisher Plaza - Sports Restaurant and Bar,S16MY297,05/21/2016 12:00:00 AM,05/21/2016 12:00:00 AM,,Queen Anne,7,West,Butler Valet,150
05/04/2016 12:00:00 AM,Complete,Valet Parking,,,Red Carpet Valet - The Sanctuary,S16MY284,05/21/2016 12:00:00 AM,05/21/2016 12:00:00 AM,,West Seattle,1,Southwest,Red Carpet Valet,80
04/29/2016 12:00:00 AM,Complete,Special Event,Free Speech,,Protest Patty Murray,S16MY274,05/20/2016 12:00:00 AM,05/20/2016 12:00:00 AM,,Downtown,7,West,Kelley Whitty-Sandaker,105
05/09/2016 12:00:00 AM,Complete,Special Event,Commercial,,O'Dea High School Spirit Day,S16MY289,05/20/2016 12:00:00 AM,05/20/2016 12:00:00 AM,,First Hill,3,East,O'Dea High School,475
02/16/2016 12:00:00 AM,Complete,Special Event,Community,,University District Street Fair,S16MY131,05/20/2016 12:00:00 AM,05/22/2016 12:00:00 AM,,University District,4,North,The U District Partnership,31075
05/04/2016 12:00:00 AM,Complete,Valet Parking,,,Red Carpet Valet - Jewish Federation,S16MY283,05/19/2016 12:00:00 AM,05/19/2016 12:00:00 AM,,First Hill,3,East,Red Carpet Valet,70
03/10/2016 12:00:00 AM,Complete,Special Event,Commercial,,Seattle Symphony Link Up (5.18-5.19),S16MY172,05/18/2016 12:00:00 AM,05/19/2016 12:00:00 AM,,Downtown,7,West,Seattle Symphony,6855
02/22/2016 12:00:00 AM,Complete,Special Event,Community,,Seattle Norwegian 17th of May Parade,S16MY142,05/17/2016 12:00:00 AM,05/17/2016 12:00:00 AM,,Ballard,6,North,Seattle Norwegian 17th of May Committee,4500
03/31/2016 12:00:00 AM,Complete,Special Event,Commercial,,Diversified Production Services,S16MY223,05/17/2016 12:00:00 AM,05/17/2016 12:00:00 AM,,Fremont,6,North,Fremont Studios,230
05/04/2016 12:00:00 AM,Complete,Valet Parking,,,Red Carpet Valet - Seattle Children's Theater,S16MY281,05/16/2016 12:00:00 AM,05/16/2016 12:00:00 AM,,Queen Anne,7,West,Red Carpet Valet,175
03/07/2016 12:00:00 AM,Complete,Special Event,Commercial,,National Geographic Live (5.15-5.16),S16MY162,05/16/2016 12:00:00 AM,05/17/2016 12:00:00 AM,,Downtown,7,West,Benaroya Hall,1200
02/10/2016 12:00:00 AM,Complete,Special Event,Athletic,Run/Walk,Nordstrom Beat the Bridge 8K Run and Walk,S16MY117,05/15/2016 12:00:00 AM,05/15/2016 12:00:00 AM,,University District,"3, 4",North,Nordstrom - NW Event Marketing,11000
03/17/2016 12:00:00 AM,Complete,Valet Parking,,,Red Carpet Valet - SODO Park,S16MY184,05/15/2016 12:00:00 AM,05/15/2016 12:00:00 AM,,Duwamish / SODO,2,South,Red Carpet Valet,150
05/06/2016 12:00:00 AM,Complete,Special Event,Free Speech,,Democracy Spring Across America!,S16MY287,05/14/2016 12:00:00 AM,05/14/2016 12:00:00 AM,,Pioneer Square,7,South,Democracy Spring Across America,110
03/01/2016 12:00:00 AM,Complete,Special Event,Community,,Madrona Mayfair,S16MY152,05/14/2016 12:00:00 AM,05/14/2016 12:00:00 AM,,Madrona / Leschi,3,East,Madrona Community Council,525
04/28/2016 12:00:00 AM,Complete,Special Event,Community,,SLU Saturday Market,S16MY272,05/14/2016 12:00:00 AM,09/24/2016 12:00:00 AM,,Cascade / Eastlake / South Lake Union,7,West,NW Market Places,1005
02/22/2016 12:00:00 AM,Complete,Special Event,Commercial,,Localicious - Living Future 2016,S16MY148,05/12/2016 12:00:00 AM,05/13/2016 12:00:00 AM,,Downtown,7,West,International Living Future Institute,1870
03/10/2016 12:00:00 AM,Complete,Special Event,Commercial,,Seattle Symphony Link Up (5.11),S16MY171,05/11/2016 12:00:00 AM,05/11/2016 12:00:00 AM,,Downtown,7,West,Seattle Symphony,3825
05/05/2016 12:00:00 AM,Complete,Valet Parking,,,Red Carpet Valet - Fremont Foundry,S16MY285,05/11/2016 12:00:00 AM,05/11/2016 12:00:00 AM,,Fremont,6,North,Red Carpet Valet,100
11/30/2015 12:00:00 AM,Complete,Special Event,Athletic,Run/Walk,The Color Run Seattle 2016,S16MY009,05/08/2016 12:00:00 AM,05/08/2016 12:00:00 AM,,Queen Anne,7,West,"The Color Run, LLC",9000
03/17/2016 12:00:00 AM,Complete,Special Event,Athletic,Water,Opening Day Windermere Cup,S16MY188,05/07/2016 12:00:00 AM,05/07/2016 12:00:00 AM,,Montlake / Portage Bay,"3, 4","North, South",University of Washington Rowing,5500
12/23/2015 12:00:00 AM,Complete,Special Event,Athletic,Run/Walk,2016 Seattle Lung Force Walk,S16MY036,05/07/2016 12:00:00 AM,05/07/2016 12:00:00 AM,,Cascade / Eastlake / South Lake Union,7,West,American Lung Association of the Mountain Pacific,750
02/19/2016 12:00:00 AM,Complete,Special Event,Athletic,Run/Walk,Fiesta 5K Ole,S16MY047,05/07/2016 12:00:00 AM,05/07/2016 12:00:00 AM,Volunteer Park,Capitol Hill,3,East,"Fizz Events, LLC",5100
04/25/2016 12:00:00 AM,Complete,Special Event,Community,,McDonald International Elementary School International Night,S16MY258,05/07/2016 12:00:00 AM,05/07/2016 12:00:00 AM,,Wallingford,4,North,McDonald International Elementary School,850
01/21/2016 12:00:00 AM,Complete,Special Event,Community,,Opening Day of Boating Season Parade,S16MY064,05/07/2016 12:00:00 AM,05/07/2016 12:00:00 AM,,Montlake / Portage Bay,"3, 4",North,Seattle Yacht Club,4700
01/21/2016 12:00:00 AM,Complete,Special Event,Community,,Sounders FC March to the Match (5.07),S16MY071,05/07/2016 12:00:00 AM,05/07/2016 12:00:00 AM,,Pioneer Square,3,West,Seattle Sounders FC,705
03/28/2016 12:00:00 AM,Complete,Special Event,Commercial,,Fuel Outdoor Beer Garden (5.7),S16MY207,05/07/2016 12:00:00 AM,05/07/2016 12:00:00 AM,,Pioneer Square,7,South,Fuel Sports Eats and Beats,420
02/01/2016 12:00:00 AM,Complete,Special Event,Commercial,,Cinco de Mayo Tacos Guaymas,S16MY102,05/05/2016 12:00:00 AM,05/05/2016 12:00:00 AM,,Green Lake,6,North,Tacos Guaymas/Salvador Sahagun,950
04/29/2016 12:00:00 AM,Complete,Valet Parking,,,Butler Valet - BEC Luncheon at Cinerama,S16MY275,05/05/2016 12:00:00 AM,05/05/2016 12:00:00 AM,,Downtown,7,West,Butler Valet,25
04/18/2016 12:00:00 AM,Complete,Special Event,Free Speech,,International Workers Day March and Rally,S16MY251,05/01/2016 12:00:00 AM,05/01/2016 12:00:00 AM,Judkins Park,Central District,3,East,El -Comite - May 1st Action Coalition,550
01/28/2016 12:00:00 AM,Complete,Special Event,Community,,Taco Libre,S16MY094,05/01/2016 12:00:00 AM,05/01/2016 12:00:00 AM,,Fremont,6,North,Piranha Blonde Creative,10100
04/26/2016 12:00:00 AM,Cancelled,Special Event,Athletic,Water,Takarabune Regatta,S16MY264,05/01/2016 12:00:00 AM,05/03/2016 12:00:00 AM,,Cascade / Eastlake / South Lake Union,"3, 7",West,Seattle Yacht Club,150
01/28/2016 12:00:00 AM,Complete,Special Event,Free Speech,,Cannabis Freedom March/Rally,S16AP095,04/30/2016 12:00:00 AM,04/30/2016 12:00:00 AM,,Capitol Hill,"3, 7","East, West",Cannabis Defense Coalition,530
02/05/2016 12:00:00 AM,Complete,Special Event,Community,,Green Lake Food Walk,S16AP111,04/30/2016 12:00:00 AM,04/30/2016 12:00:00 AM,,Green Lake,6,North,Shelter Lounge Green Lake,260
01/21/2016 12:00:00 AM,Complete,Special Event,Community,,Sounders FC March to the Match (4.30),S16AP070,04/30/2016 12:00:00 AM,04/30/2016 12:00:00 AM,,Pioneer Square,3,West,Seattle Sounders FC,705
02/18/2016 12:00:00 AM,Complete,Special Event,Community,,Cornish College of the Arts BFA Expo 2016,S16AP137,04/29/2016 12:00:00 AM,04/29/2016 12:00:00 AM,,Downtown,2,West,Cornish College of the Arts,450
01/26/2016 12:00:00 AM,Complete,Special Event,Athletic,Run/Walk,March of Dimes - March for Babies,S16AP091,04/29/2016 12:00:00 AM,04/30/2016 12:00:00 AM,,Queen Anne,7,West,March of Dimes,4110
02/10/2016 12:00:00 AM,Complete,Special Event,Commercial,,NFFTY 2016 Opening Night,S16AP122,04/28/2016 12:00:00 AM,04/28/2016 12:00:00 AM,,Downtown,7,West,The Talented Youth (AKA NFFTY),750
03/17/2016 12:00:00 AM,Complete,Valet Parking,,,Red Carpet Valet - Ferguson Construction,S16AP182,04/28/2016 12:00:00 AM,04/28/2016 12:00:00 AM,,Duwamish / SODO,2,South,Red Carpet Valet,100
04/06/2016 12:00:00 AM,Complete,Special Event,Commercial,,MOTHER'S DAY MOVIE PREMIER AT CINERAMA,S16AP229,04/25/2016 12:00:00 AM,04/25/2016 12:00:00 AM,,Downtown,7,West,The Film School,500
03/21/2016 12:00:00 AM,Complete,Special Event,Athletic,Run/Walk,Top Pot Doughnut Dash,S16AP196,04/24/2016 12:00:00 AM,04/24/2016 12:00:00 AM,,Green Lake,6,North,Top Pot Doughnut Dash,2250
01/12/2016 12:00:00 AM,Complete,Special Event,Athletic,Other,Seattle Urban Trek,S16AP053,04/23/2016 12:00:00 AM,04/23/2016 12:00:00 AM,Waterfront park,Downtown,7,West,"Seattle Sports Commission, a department of Visit Seattle",550
04/06/2016 12:00:00 AM,Complete,Special Event,Free Speech,,Homeless Rally and March,S16AP232,04/23/2016 12:00:00 AM,04/23/2016 12:00:00 AM,,Pioneer Square,7,South,Lisa Sawyer/Sharon Jones,60
01/15/2016 12:00:00 AM,Complete,Special Event,Commercial,,WE Day Seattle 2016,S16AP054,04/20/2016 12:00:00 AM,04/20/2016 12:00:00 AM,,Queen Anne,7,West,Free the Children/WE Day,26200
03/31/2016 12:00:00 AM,Complete,Special Event,Commercial,,Tableau Software,S16AP222,04/19/2016 12:00:00 AM,04/19/2016 12:00:00 AM,,Wallingford,4,North,Fremont Studios,230
03/30/2016 12:00:00 AM,Complete,Special Event,Free Speech,,Indigenous People Standing Against Disenrollment,S16AP216,04/18/2016 12:00:00 AM,04/18/2016 12:00:00 AM,,Downtown,7,West,Indigenous People Standing Against Disenrollment,410
03/21/2016 12:00:00 AM,Complete,Special Event,Free Speech,,Protest anti Barnevernet CPA in Norway,S16AP198,04/16/2016 12:00:00 AM,04/16/2016 12:00:00 AM,,Downtown,7,West,First Romanian Pentecostal Church,950
01/21/2016 12:00:00 AM,Complete,Special Event,Community,,Sounders FC March to the Match (4.16),S16AP069,04/16/2016 12:00:00 AM,04/16/2016 12:00:00 AM,,Pioneer Square,3,West,Seattle Sounders FC,705
01/28/2016 12:00:00 AM,Complete,Special Event,Commercial,,LAN Syndicate,S16AP096,04/15/2016 12:00:00 AM,04/17/2016 12:00:00 AM,,Laurelhurst / Sand Point,4,North,"Tek Syndicate, LLC",1560
03/25/2016 12:00:00 AM,Complete,Special Event,Free Speech,,Fast for Justice,S16AP204,04/14/2016 12:00:00 AM,04/14/2016 12:00:00 AM,,Capitol Hill,3,East,SEIU Local 925,60
04/06/2016 12:00:00 AM,Complete,Special Event,Free Speech,,Raise the Alarm Route 1: Capitol Hill to Downtown,S16AP233,04/14/2016 12:00:00 AM,04/14/2016 12:00:00 AM,,Downtown,"3, 7","East, West",Working Washington,120
04/06/2016 12:00:00 AM,Complete,Special Event,Free Speech,,Raise the Alarm Route 2: Pike Place to Downtown,S16AP234,04/14/2016 12:00:00 AM,04/14/2016 12:00:00 AM,,Downtown,7,West,Working Washington,120
04/05/2016 12:00:00 AM,Complete,Special Event,Community,,12th Ave Square Park Dedication,S16AP227,04/14/2016 12:00:00 AM,04/14/2016 12:00:00 AM,,Central District,3,West,Seattle Parks and Recreation,110
04/08/2016 12:00:00 AM,Complete,Valet Parking,,,Red Carpet Valet - Estelle Thyer,S16AP239,04/14/2016 12:00:00 AM,04/14/2016 12:00:00 AM,,Capitol Hill,3,East,Red Carpet Valet,25
02/04/2016 12:00:00 AM,Cancelled,Special Event,Free Speech,,Pilgrimage Day,S16AP110,04/13/2016 12:00:00 AM,04/13/2016 12:00:00 AM,,Central District,3,East,Western Washington Catholic Charismatic Renewal,120
03/07/2016 12:00:00 AM,Complete,Special Event,Commercial,,National Geographic Live (4.12),S16AP161,04/12/2016 12:00:00 AM,04/12/2016 12:00:00 AM,,Downtown,7,West,Benaroya Hall,1400
01/08/2016 12:00:00 AM,Complete,Special Event,Athletic,Run/Walk,Walk MS/Run MS,S16AP049,04/10/2016 12:00:00 AM,04/10/2016 12:00:00 AM,,University District,4,North,National MS Society - Greater NW Chapter,4000
03/17/2016 12:00:00 AM,Complete,Special Event,Athletic,Water,WSU OSU Dual,S16AP186,04/09/2016 12:00:00 AM,04/09/2016 12:00:00 AM,,Montlake / Portage Bay,"3, 4","North, South",University of Washington Rowing,5500
04/08/2016 12:00:00 AM,Complete,Special Event,Free Speech,,Fight Back Islamophobia & Dump Trump,S16AP238,04/09/2016 12:00:00 AM,04/09/2016 12:00:00 AM,,Downtown,7,West,Americans for Refugees and Immigrants,220
